length_scale,process_noise,lml
0.5,0.01,-1.62299e+06
0.5,0.02,-891887
0.5,0.03,-616436
0.5,0.04,-471675
0.5,0.05,-382404
0.5,0.06,-321831
0.5,0.07,-278040
0.5,0.08,-244895
0.5,0.09,-218956
0.5,0.1,-198088
0.5,0.11,-180952
0.5,0.12,-166615
0.5,0.13,-154452
0.5,0.14,-143999
0.5,0.15,-134927
0.5,0.16,-126973
0.5,0.17,-119937
0.5,0.18,-113684
0.5,0.19,-108080
0.5,0.2,-103030
0.5,0.21,-98458.9
0.5,0.22,-94301.9
0.5,0.23,-90509.7
0.5,0.24,-87015
0.5,0.25,-83816
0.5,0.26,-80855.2
0.5,0.27,-78112.9
0.5,0.28,-75565.6
0.5,0.29,-73193.4
0.5,0.3,-70978.5
0.5,0.31,-68907
0.5,0.32,-66967.5
0.5,0.33,-65139.1
0.5,0.34,-63421.6
0.5,0.35,-61801.4
0.5,0.36,-60268.3
0.5,0.37,-58821.7
0.5,0.38,-57447.4
0.5,0.39,-56147.4
0.5,0.4,-54918.6
0.5,0.41,-53740.3
0.5,0.42,-52624.4
0.5,0.43,-51551.1
0.5,0.44,-50540
0.5,0.45,-49560.5
0.5,0.46,-48633.4
0.5,0.47,-47743.4
0.5,0.48,-46890.1
0.5,0.49,-46067.8
0.5,0.5,-45289.7
0.591837,0.01,-1.31825e+06
0.591837,0.02,-715568
0.591837,0.03,-492590
0.591837,0.04,-376264
0.591837,0.05,-304797
0.591837,0.06,-256443
0.591837,0.07,-221544
0.591837,0.08,-195164
0.591837,0.09,-174526
0.591837,0.1,-157942
0.591837,0.11,-144332
0.591837,0.12,-132946
0.591837,0.13,-123294
0.591837,0.14,-115005
0.591837,0.15,-107816
0.591837,0.16,-101507
0.591837,0.17,-95932.2
0.591837,0.18,-90971.9
0.591837,0.19,-86537.3
0.591837,0.2,-82539.6
0.591837,0.21,-78919.5
0.591837,0.22,-75624.8
0.591837,0.23,-72628.4
0.591837,0.24,-69863.8
0.591837,0.25,-67326.3
0.591837,0.26,-64986.9
0.591837,0.27,-62814.1
0.591837,0.28,-60802
0.591837,0.29,-58928.7
0.591837,0.3,-57170.6
0.591837,0.31,-55536
0.591837,0.32,-53993
0.591837,0.33,-52561
0.591837,0.34,-51195.6
0.591837,0.35,-49919.1
0.591837,0.36,-48707.1
0.591837,0.37,-47562.7
0.591837,0.38,-46480
0.591837,0.39,-45459.8
0.591837,0.4,-44483.2
0.591837,0.41,-43555.3
0.591837,0.42,-42664.8
0.591837,0.43,-41828.7
0.591837,0.44,-41021.5
0.591837,0.45,-40256.4
0.591837,0.46,-39519.4
0.591837,0.47,-38812.5
0.591837,0.48,-38138.5
0.591837,0.49,-37499.7
0.591837,0.5,-36873.1
0.683673,0.01,-1.08327e+06
0.683673,0.02,-582522
0.683673,0.03,-399908
0.683673,0.04,-305172
0.683673,0.05,-247147
0.683673,0.06,-207964
0.683673,0.07,-179713
0.683673,0.08,-158381
0.683673,0.09,-141700
0.683673,0.1,-128308
0.683673,0.11,-117315
0.683673,0.12,-108124
0.683673,0.13,-100342
0.683673,0.14,-93652.5
0.683673,0.15,-87843.6
0.683673,0.16,-82752.9
0.683673,0.17,-78266.7
0.683673,0.18,-74269.7
0.683673,0.19,-70686
0.683673,0.2,-67467.5
0.683673,0.21,-64545.3
0.683673,0.22,-61890.5
0.683673,0.23,-59466.4
0.683673,0.24,-57240.1
0.683673,0.25,-55194.6
0.683673,0.26,-53309.2
0.683673,0.27,-51561.1
0.683673,0.28,-49940.3
0.683673,0.29,-48427.4
0.683673,0.3,-47013.6
0.683673,0.31,-45692.5
0.683673,0.32,-44456.1
0.683673,0.33,-43292.6
0.683673,0.34,-42202.4
0.683673,0.35,-41167
0.683673,0.36,-40189.6
0.683673,0.37,-39268.4
0.683673,0.38,-38399.1
0.683673,0.39,-37575.9
0.683673,0.4,-36782.8
0.683673,0.41,-36041.3
0.683673,0.42,-35326.2
0.683673,0.43,-34647.3
0.683673,0.44,-34003.4
0.683673,0.45,-33381.1
0.683673,0.46,-32789.8
0.683673,0.47,-32224.3
0.683673,0.48,-31680.7
0.683673,0.49,-31164.6
0.683673,0.5,-30665.9
0.77551,0.01,-903616
0.77551,0.02,-482848
0.77551,0.03,-331078
0.77551,0.04,-252665
0.77551,0.05,-204734
0.77551,0.06,-172409
0.77551,0.07,-149128
0.77551,0.08,-131546
0.77551,0.09,-117808
0.77551,0.1,-106769
0.77551,0.11,-97721.6
0.77551,0.12,-90152.4
0.77551,0.13,-83739.2
0.77551,0.14,-78230.7
0.77551,0.15,-73446.7
0.77551,0.16,-69256.2
0.77551,0.17,-65554.6
0.77551,0.18,-62261.2
0.77551,0.19,-59308.2
0.77551,0.2,-56650.7
0.77551,0.21,-54244.4
0.77551,0.22,-52053.9
0.77551,0.23,-50063
0.77551,0.24,-48225.1
0.77551,0.25,-46543.5
0.77551,0.26,-44987.8
0.77551,0.27,-43539.5
0.77551,0.28,-42199.3
0.77551,0.29,-40955.1
0.77551,0.3,-39792
0.77551,0.31,-38702
0.77551,0.32,-37684.4
0.77551,0.33,-36720.4
0.77551,0.34,-35822.9
0.77551,0.35,-34962.3
0.77551,0.36,-34154.5
0.77551,0.37,-33404.5
0.77551,0.38,-32676.6
0.77551,0.39,-31997.3
0.77551,0.4,-31351.8
0.77551,0.41,-30732.9
