length_scale,process_noise,lml
0.5,0.01,-2.18166e+06
0.5,0.02,-1.15699e+06
0.5,0.03,-789231
0.5,0.04,-599627
0.5,0.05,-483887
0.5,0.06,-405872
0.5,0.07,-349714
0.5,0.08,-307353
0.5,0.09,-274258
0.5,0.1,-247702
0.5,0.11,-225902
0.5,0.12,-207701
0.5,0.13,-192280
0.5,0.14,-179024
0.5,0.15,-167532
0.5,0.16,-157462
0.5,0.17,-148577
0.5,0.18,-140661
0.5,0.19,-133580
0.5,0.2,-127204
0.5,0.21,-121441
0.5,0.22,-116190
0.5,0.23,-111406
0.5,0.24,-107002
0.5,0.25,-102963
0.5,0.26,-99229.4
0.5,0.27,-95773.5
0.5,0.28,-92561.2
0.5,0.29,-89573.1
0.5,0.3,-86789.5
0.5,0.31,-84180.6
0.5,0.32,-81739
0.5,0.33,-79439.9
0.5,0.34,-77274.6
0.5,0.35,-75242.1
0.5,0.36,-73315.3
0.5,0.37,-71495.6
0.5,0.38,-69779
0.5,0.39,-68138.6
0.5,0.4,-66591.6
0.5,0.41,-65118.5
0.5,0.42,-63706.4
0.5,0.43,-62374.3
0.5,0.44,-61085.7
0.5,0.45,-59869.2
0.5,0.46,-58706.7
0.5,0.47,-57593.2
0.5,0.48,-56522.2
0.5,0.49,-55492.8
0.5,0.5,-54507.3
0.693878,0.01,-1.29817e+06
0.693878,0.02,-679431
0.693878,0.03,-462531
0.693878,0.04,-351703
0.693878,0.05,-284313
0.693878,0.06,-239010
0.693878,0.07,-206429
0.693878,0.08,-181867
0.693878,0.09,-162696
0.693878,0.1,-147285
0.693878,0.11,-134649
0.693878,0.12,-124111
0.693878,0.13,-115133
0.693878,0.14,-107461
0.693878,0.15,-100783
0.693878,0.16,-94942.6
0.693878,0.17,-89764
0.693878,0.18,-85168.5
0.693878,0.19,-81057.5
0.693878,0.2,-77346
0.693878,0.21,-73990.4
0.693878,0.22,-70939.9
0.693878,0.23,-68147
0.693878,0.24,-65579.1
0.693878,0.25,-63216.5
0.693878,0.26,-61043.5
0.693878,0.27,-59018.9
0.693878,0.28,-57156.3
0.693878,0.29,-55392.2
0.693878,0.3,-53779.6
0.693878,0.31,-52254.3
0.693878,0.32,-50820.8
0.693878,0.33,-49477.2
0.693878,0.34,-48221.9
0.693878,0.35,-47018.2
0.693878,0.36,-45908.2
0.693878,0.37,-44842.5
0.693878,0.38,-43830.5
0.693878,0.39,-42865.7
0.693878,0.4,-41966.6
0.693878,0.41,-41097.8
0.693878,0.42,-40273.2
0.693878,0.43,-39484.7
0.693878,0.44,-38744
0.693878,0.45,-38038.9
0.693878,0.46,-37358
0.693878,0.47,-36694
0.693878,0.48,-36065.5
0.693878,0.49,-35469.7
0.693878,0.5,-34910.4
0.887755,0.01,-859339
0.887755,0.02,-450267
0.887755,0.03,-308659
0.887755,0.04,-236589
0.887755,0.05,-192908
0.887755,0.06,-163540
0.887755,0.07,-142429
0.887755,0.08,-126533
0.887755,0.09,-114103
0.887755,0.1,-104112
0.887755,0.11,-95956.3
0.887755,0.12,-89106.8
0.887755,0.13,-83312.5
0.887755,0.14,-78313.5
0.887755,0.15,-73983.4
0.887755,0.16,-70195.9
0.887755,0.17,-66833.2
0.887755,0.18,-63877.2
0.887755,0.19,-61172.7
0.887755,0.2,-58758.9
0.887755,0.21,-56613.6
0.887755,0.22,-54629.3
0.887755,0.23,-52809.7
0.887755,0.24,-51154.7
0.887755,0.25,-49626.7
0.887755,0.26,-48233.2
0.887755,0.27,-46952.2
0.887755,0.28,-45738
0.887755,0.29,-44640.1
0.887755,0.3,-43617.3
0.887755,0.31,-42662.4
0.887755,0.32,-41755.4
0.887755,0.33,-40930.5
0.887755,0.34,-40159.7
0.887755,0.35,-39419.3
0.887755,0.36,-38706.4
0.887755,0.37,-38093.6
0.887755,0.38,-37486
0.887755,0.39,-36996.4
0.887755,0.4,-36454.3
0.887755,0.41,-35986.1
0.887755,0.42,-35578.5
0.887755,0.43,-35161.4
0.887755,0.44,-34832.3
0.887755,0.45,-34573.1
0.887755,0.46,-34261.3
0.887755,0.47,-34134.5
0.887755,0.48,-34057.4
0.887755,0.49,-nan
0.887755,0.5,-nan
1.08163,0.01,-620034
1.08163,0.02,-328953
1.08163,0.03,-228731
1.08163,0.04,-177780
1.08163,0.05,-146825
1.08163,0.06,-126041
1.08163,0.07,-111100
1.08163,0.08,-99813.7
1.08163,0.09,-91061.3
1.08163,0.1,-83983.1
1.08163,0.11,-78131.9
1.08163,0.12,-73289
1.08163,0.13,-69199.8
1.08163,0.14,-65673.7
1.08163,0.15,-62611.5
1.08163,0.16,-59946.6
1.08163,0.17,-57650.3
1.08163,0.18,-55491.5
1.08163,0.19,-53704.3
1.08163,0.2,-52073.7
1.08163,0.21,-50547.4
1.08163,0.22,-49211.2
1.08163,0.23,-48035.4
1.08163,0.24,-46989.9
1.08163,0.25,-46034.2
1.08163,0.26,-45256.5
1.08163,0.27,-44485.8
1.08163,0.28,-43825
1.08163,0.29,-43347.6
1.08163,0.3,-42927.4
1.08163,0.31,-42636.4
1.08163,0.32,-42555.9
1.08163,0.33,-42706.2
1.08163,0.34,-43083.2
1.08163,0.35,-nan
1.08163,0.36,-nan
1.08163,0.37,-nan
1.08163,0.38,-nan
1.08163,0.39,-nan
1.08163,0.4,-nan
1.08163,0.41,-nan
1.08163,0.42,-nan
1.08163,0.43,-nan
1.08163,0.44,-nan
1.08163,0.45,-nan
1.08163,0.46,-nan
1.08163,0.47,-nan
1.08163,0.48,-nan
1.08163,0.49,-nan
1.08163,0.5,-nan
1.27551,0.01,-479067
1.27551,0.02,-260171
1.27551,0.03,-184892
1.27551,0.04,-146597
1.27551,0.05,-123308
1.27551,0.06,-107669
1.27551,0.07,-96395.8
1.27551,0.08,-87945.5
1.27551,0.09,-81287.1
1.27551,0.1,-76000.2
1.27551,0.11,-71736.8
1.27551,0.12,-68059.2
1.27551,0.13,-65102
1.27551,0.14,-62561.3
1.27551,0.15,-60340.1
1.27551,0.16,-58525.7
1.27551,0.17,-56922.6
1.27551,0.18,-55677.2
1.27551,0.19,-54496.3
1.27551,0.2,-53753.9
1.27551,0.21,-53064.8
1.27551,0.22,-52669.4
1.27551,0.23,-52518.1
1.27551,0.24,-nan
1.27551,0.25,-nan
1.27551,0.26,-nan
1.27551,0.27,-nan
1.27551,0.28,-nan
1.27551,0.29,-nan
1.27551,0.3,-nan
1.27551,0.31,-nan
1.27551,0.32,-nan
1.27551,0.33,-nan
1.27551,0.34,-nan
1.27551,0.35,-nan
1.27551,0.36,-nan
1.27551,0.37,-nan
1.27551,0.38,-nan
1.27551,0.39,-nan
1.27551,0.4,-nan
1.27551,0.41,-nan
1.27551,0.42,-nan
1.27551,0.43,-nan
1.27551,0.44,-nan
1.27551,0.45,-nan
1.27551,0.46,-nan
1.27551,0.47,-nan
1.27551,0.48,-nan
1.27551,0.49,-nan
1.27551,0.5,-nan
1.46939,0.01,-391629
1.46939,0.02,-219531
1.46939,0.03,-160263
1.46939,0.04,-130110
1.46939,0.05,-111737
1.46939,0.06,-99361.2
1.46939,0.07,-90526
1.46939,0.08,-83872
1.46939,0.09,-78839
1.46939,0.1,-74769.2
1.46939,0.11,-71472.2
1.46939,0.12,-68933.4
1.46939,0.13,-66908.8
1.46939,0.14,-65352.8
1.46939,0.15,-64107.5
1.46939,0.16,-63378.9
1.46939,0.17,-63150
1.46939,0.18,-63315.1
1.46939,0.19,-64133.1
1.46939,0.2,-67426.4
1.46939,0.21,-nan
1.46939,0.22,-nan
1.46939,0.23,-nan
1.46939,0.24,-nan
1.46939,0.25,-nan
1.46939,0.26,-nan
1.46939,0.27,-nan
1.46939,0.28,-nan
1.46939,0.29,-nan
1.46939,0.3,-nan
1.46939,0.31,-nan
1.46939,0.32,-nan
1.46939,0.33,-nan
1.46939,0.34,-nan
1.46939,0.35,-nan
1.46939,0.36,-nan
1.46939,0.37,-nan
1.46939,0.38,-nan
1.46939,0.39,-nan
1.46939,0.4,-nan
1.46939,0.41,-nan
1.46939,0.42,-nan
1.46939,0.43,-nan
1.46939,0.44,-nan
