length_scale,process_noise,lml
0.5,0.01,-1.12415e+06
0.5,0.025102,-504332
0.5,0.0402041,-328231
0.5,0.0553061,-244905
0.5,0.0704082,-196319
0.5,0.0855102,-164506
0.5,0.100612,-142066
0.5,0.115714,-125379
0.5,0.130816,-112498
0.5,0.145918,-102246
0.5,0.16102,-93887.6
0.5,0.176122,-86958.3
0.5,0.191224,-81115.1
0.5,0.206327,-76107
0.5,0.221429,-71797.5
0.5,0.236531,-68023.8
0.5,0.251633,-64704.4
0.5,0.266735,-61745.7
0.5,0.281837,-59156.5
0.5,0.296939,-56803.5
0.5,0.312041,-54625.1
0.5,0.327143,-52687.9
0.5,0.342245,-50915.1
0.5,0.357347,-49355.3
0.5,0.372449,-47805.7
0.5,0.387551,-46483.1
0.5,0.402653,-45156.4
0.5,0.417755,-44032.2
0.5,0.432857,-42904.7
0.5,0.447959,-41901.2
0.5,0.463061,-40942.5
0.5,0.478163,-40051.1
0.5,0.493265,-39250.6
0.5,0.508367,-38490.3
0.5,0.523469,-37621.4
0.5,0.538571,-37033
0.5,0.553673,-36366.2
0.5,0.568776,-35639.2
0.5,0.583878,-35131.9
0.5,0.59898,-34492.5
0.5,0.614082,-34004.3
0.5,0.629184,-33507.5
0.5,0.644286,-32949.1
0.5,0.659388,-32460
0.5,0.67449,-32007.8
0.5,0.689592,-31616.1
0.5,0.704694,-31281.3
0.5,0.719796,-30849.3
0.5,0.734898,-30424
0.5,0.75,-30072.6
0.693878,0.01,-841782
0.693878,0.025102,-370083
0.693878,0.0402041,-240358
0.693878,0.0553061,-179632
0.693878,0.0704082,-144407
0.693878,0.0855102,-121407
0.693878,0.100612,-105202
0.693878,0.115714,-93184.5
0.693878,0.130816,-83909.6
0.693878,0.145918,-76549.3
0.693878,0.16102,-70560.9
0.693878,0.176122,-65567.6
0.693878,0.191224,-61379.6
0.693878,0.206327,-57784
0.693878,0.221429,-54690.4
0.693878,0.236531,-51995.4
0.693878,0.251633,-49621.4
0.693878,0.266735,-47502.3
0.693878,0.281837,-45660.8
0.693878,0.296939,-43987.8
0.693878,0.312041,-42410.4
0.693878,0.327143,-41037.7
0.693878,0.342245,-39742.4
0.693878,0.357347,-38668.6
0.693878,0.372449,-37537.6
0.693878,0.387551,-36609.7
0.693878,0.402653,-35641.4
0.693878,0.417755,-34863.5
0.693878,0.432857,-34030.1
0.693878,0.447959,-33347.3
0.693878,0.463061,-32644.5
0.693878,0.478163,-31998.3
0.693878,0.493265,-31465.2
0.693878,0.508367,-30929.5
0.693878,0.523469,-30286.5
0.693878,0.538571,-29890.8
0.693878,0.553673,-29397.4
0.693878,0.568776,-28861.9
0.693878,0.583878,-28540.3
0.693878,0.59898,-28045.4
0.693878,0.614082,-27694.2
0.693878,0.629184,-27363.2
0.693878,0.644286,-26953.9
0.693878,0.659388,-26597.9
0.693878,0.67449,-26269
0.693878,0.689592,-25997.7
0.693878,0.704694,-25779.3
0.693878,0.719796,-25463.7
0.693878,0.734898,-25146.6
0.693878,0.75,-24895.7
0.887755,0.01,-633301
0.887755,0.025102,-276431
0.887755,0.0402041,-180246
0.887755,0.0553061,-135445
0.887755,0.0704082,-109500
0.887755,0.0855102,-92633.9
0.887755,0.100612,-80672.1
0.887755,0.115714,-71886.2
0.887755,0.130816,-65045.4
0.887755,0.145918,-59635.3
0.887755,0.16102,-55231.4
0.887755,0.176122,-51557.7
0.887755,0.191224,-48465.4
0.887755,0.206327,-45831.3
0.887755,0.221429,-43542.3
0.887755,0.236531,-41510.3
0.887755,0.251633,-39818
0.887755,0.266735,-38218.4
0.887755,0.281837,-36904.8
0.887755,0.296939,-35722.9
0.887755,0.312041,-34519.6
0.887755,0.327143,-33412.7
0.887755,0.342245,-32506.9
0.887755,0.357347,-31715.3
0.887755,0.372449,-30894.9
0.887755,0.387551,-30195.2
0.887755,0.402653,-29451.6
0.887755,0.417755,-28874.3
0.887755,0.432857,-28309
0.887755,0.447959,-27863.7
0.887755,0.463061,-27311.9
0.887755,0.478163,-26780.4
0.887755,0.493265,-26508.8
0.887755,0.508367,-26111.3
0.887755,0.523469,-25490.4
0.887755,0.538571,-25256.6
0.887755,0.553673,-24889
0.887755,0.568776,-24465.2
0.887755,0.583878,-24327.7
0.887755,0.59898,-23887.1
0.887755,0.614082,-23624.3
0.887755,0.629184,-23353.5
0.887755,0.644286,-23106.3
0.887755,0.659388,-22785.5
0.887755,0.67449,-22543.7
0.887755,0.689592,-22376.6
0.887755,0.704694,-22224.3
0.887755,0.719796,-21989.7
0.887755,0.734898,-21704
0.887755,0.75,-21513.5
1.08163,0.01,-490690
1.08163,0.025102,-215398
1.08163,0.0402041,-141958
1.08163,0.0553061,-107729
1.08163,0.0704082,-87950.9
1.08163,0.0855102,-75100.5
1.08163,0.100612,-65893.8
1.08163,0.115714,-59144.2
1.08163,0.130816,-53814.1
1.08163,0.145918,-49706.1
1.08163,0.16102,-46382.5
1.08163,0.176122,-43516.3
1.08163,0.191224,-41173.9
1.08163,0.206327,-39059.1
1.08163,0.221429,-37248.7
1.08163,0.236531,-35720.7
1.08163,0.251633,-34397.5
