length_scale,process_noise,lml
0.5,0.01,-1.623e+06
0.5,0.0506122,-378049
0.5,0.0912245,-216180
0.5,0.131837,-152434
0.5,0.172449,-118363
0.5,0.213061,-97167.4
0.5,0.253673,-82716.3
0.5,0.294286,-72244
0.5,0.334898,-64300.2
0.5,0.37551,-58079.4
0.5,0.416122,-53070.7
0.5,0.456735,-48951.4
0.5,0.497347,-45509.3
0.5,0.537959,-42593.8
0.5,0.578571,-40082.6
0.5,0.619184,-37902.6
0.5,0.659796,-35996.5
0.5,0.700408,-34312.8
0.5,0.74102,-32819
0.5,0.781633,-31475.9
0.5,0.822245,-30266.1
0.5,0.862857,-29175.2
0.5,0.903469,-28187.1
0.5,0.944082,-27275.1
0.5,0.984694,-26449.4
0.5,1.02531,-25687
0.5,1.06592,-24983.9
0.5,1.10653,-24329.9
0.5,1.14714,-23732.8
0.5,1.18776,-23167.9
0.5,1.22837,-22640.4
0.5,1.26898,-22150.9
0.5,1.30959,-21696.3
0.5,1.3502,-21266.1
0.5,1.39082,-20858.1
0.5,1.43143,-20473.9
0.5,1.47204,-20118.1
0.5,1.51265,-19775
0.5,1.55327,-19454
0.5,1.59388,-19153
0.5,1.63449,-18864
0.5,1.6751,-18590
0.5,1.71571,-18325.6
0.5,1.75633,-18073.3
0.5,1.79694,-17840.4
0.5,1.83755,-17610.7
0.5,1.87816,-17394.9
0.5,1.91878,-17185.2
0.5,1.95939,-16987.6
0.5,2,-16805.4
0.55102,0.01,-1.44444e+06
0.55102,0.0506122,-332749
0.55102,0.0912245,-190253
0.55102,0.131837,-134259
0.55102,0.172449,-104363
0.55102,0.213061,-85771.2
0.55102,0.253673,-73105.6
0.55102,0.294286,-63925.2
0.55102,0.334898,-56968.8
0.55102,0.37551,-51517.3
0.55102,0.416122,-47127.8
0.55102,0.456735,-43527.7
0.55102,0.497347,-40519.3
0.55102,0.537959,-37957.5
0.55102,0.578571,-35767.5
0.55102,0.619184,-33860.2
0.55102,0.659796,-32193.1
0.55102,0.700408,-30721.5
0.55102,0.74102,-29416.2
0.55102,0.781633,-28242
0.55102,0.822245,-27184.5
0.55102,0.862857,-26235.3
0.55102,0.903469,-25365.6
0.55102,0.944082,-24575.3
0.55102,0.984694,-23855.2
0.55102,1.02531,-23193.3
0.55102,1.06592,-22579.6
0.55102,1.10653,-22008.5
0.55102,1.14714,-21478.2
0.55102,1.18776,-20992.5
0.55102,1.22837,-20531.9
0.55102,1.26898,-20112.5
0.55102,1.30959,-19713.3
0.55102,1.3502,-19335.1
0.55102,1.39082,-18975.6
0.55102,1.43143,-18644.1
0.55102,1.47204,-18334.6
0.55102,1.51265,-18042.7
0.55102,1.55327,-17759.6
0.55102,1.59388,-17498.5
0.55102,1.63449,-17243.7
0.55102,1.6751,-16998.3
0.55102,1.71571,-16774.9
0.55102,1.75633,-16558.8
0.55102,1.79694,-16356.7
0.55102,1.83755,-16160.1
0.55102,1.87816,-15972.7
0.55102,1.91878,-15790.2
0.55102,1.95939,-15615.4
0.55102,2,-15458
0.602041,0.01,-1.28896e+06
0.602041,0.0506122,-294105
0.602041,0.0912245,-168198
0.602041,0.131837,-118818
0.602041,0.172449,-92471.1
0.602041,0.213061,-76090.6
0.602041,0.253673,-64938.3
0.602041,0.294286,-56855.6
0.602041,0.334898,-50735.8
0.602041,0.37551,-45939.3
0.602041,0.416122,-42083.8
0.602041,0.456735,-38907.2
0.602041,0.497347,-36257.9
0.602041,0.537959,-34011
0.602041,0.578571,-32083
0.602041,0.619184,-30410
0.602041,0.659796,-28948.1
0.602041,0.700408,-27658.7
0.602041,0.74102,-26505.7
0.602041,0.781633,-25473.8
0.602041,0.822245,-24544.7
0.602041,0.862857,-23711.9
0.602041,0.903469,-22955.4
0.602041,0.944082,-22258.1
0.602041,0.984694,-21626.8
0.602041,1.02531,-21042.7
0.602041,1.06592,-20497.7
0.602041,1.10653,-20003.4
0.602041,1.14714,-19538.5
0.602041,1.18776,-19112.7
0.602041,1.22837,-18712.7
0.602041,1.26898,-18335.1
0.602041,1.30959,-17985.5
0.602041,1.3502,-17657.3
0.602041,1.39082,-17348.8
0.602041,1.43143,-17065.8
0.602041,1.47204,-16788.4
0.602041,1.51265,-16526.3
0.602041,1.55327,-16288.8
0.602041,1.59388,-16050.5
0.602041,1.63449,-15834.4
0.602041,1.6751,-15625.7
0.602041,1.71571,-15430.9
0.602041,1.75633,-15238.9
0.602041,1.79694,-15059.3
0.602041,1.83755,-14887.8
0.602041,1.87816,-14720.6
0.602041,1.91878,-14567.9
0.602041,1.95939,-14418.4
0.602041,2,-14274.7
0.653061,0.01,-1.15469e+06
0.653061,0.0506122,-261425
0.653061,0.0912245,-149616
0.653061,0.131837,-105817
0.653061,0.172449,-82460.7
0.653061,0.213061,-67953.2
0.653061,0.253673,-58072.2
0.653061,0.294286,-50916.2
0.653061,0.334898,-45490
0.653061,0.37551,-41241.7
0.653061,0.416122,-37828.6
0.653061,0.456735,-35022.6
0.653061,0.497347,-32674.2
0.653061,0.537959,-30689.2
0.653061,0.578571,-28979.3
0.653061,0.619184,-27498.3
0.653061,0.659796,-26198.8
0.653061,0.700408,-25054.5
0.653061,0.74102,-24041.5
0.653061,0.781633,-23132.8
0.653061,0.822245,-22310.9
0.653061,0.862857,-21574.6
0.653061,0.903469,-20909.8
0.653061,0.944082,-20290
0.653061,0.984694,-19729.3
0.653061,1.02531,-19217.1
0.653061,1.06592,-18741.6
0.653061,1.10653,-18298.6
0.653061,1.14714,-17891
0.653061,1.18776,-17512
0.653061,1.22837,-17159.1
0.653061,1.26898,-16829.2
0.653061,1.30959,-16516.9
0.653061,1.3502,-16231.3
0.653061,1.39082,-15955.3
0.653061,1.43143,-15706.8
0.653061,1.47204,-15458.3
0.653061,1.51265,-15230.7
0.653061,1.55327,-15018.6
0.653061,1.59388,-14818.7
0.653061,1.63449,-14620.8
0.653061,1.6751,-14434.1
0.653061,1.71571,-14259
0.653061,1.75633,-14096.9
0.653061,1.79694,-13939
0.653061,1.83755,-13784.3
0.653061,1.87816,-13643.6
0.653061,1.91878,-13502.9
0.653061,1.95939,-13374.9
0.653061,2,-13249.1
0.704082,0.01,-1.03914e+06
0.704082,0.0506122,-233884
0.704082,0.0912245,-134013
0.704082,0.131837,-94928.9
0.704082,0.172449,-74097.3
0.704082,0.213061,-61154.9
0.704082,0.253673,-52336.8
0.704082,0.294286,-45957.9
0.704082,0.334898,-41120.5
0.704082,0.37551,-37322.4
0.704082,0.416122,-34281.6
0.704082,0.456735,-31775
0.704082,0.497347,-29679.4
0.704082,0.537959,-27908.7
0.704082,0.578571,-26390.6
0.704082,0.619184,-25069.8
0.704082,0.659796,-23905.3
0.704082,0.700408,-22889.5
0.704082,0.74102,-21982.4
0.704082,0.781633,-21178.6
0.704082,0.822245,-20438.5
0.704082,0.862857,-19785.9
0.704082,0.903469,-19183.3
0.704082,0.944082,-18632.9
0.704082,0.984694,-18136.8
0.704082,1.02531,-17677.4
0.704082,1.06592,-17256.7
0.704082,1.10653,-16861.4
0.704082,1.14714,-16501.5
0.704082,1.18776,-16157.4
0.704082,1.22837,-15846.1
0.704082,1.26898,-15555.9
0.704082,1.30959,-15284.5
0.704082,1.3502,-15019.7
0.704082,1.39082,-14773.8
0.704082,1.43143,-14545.9
0.704082,1.47204,-14334.6
0.704082,1.51265,-14135.2
0.704082,1.55327,-13940.3
0.704082,1.59388,-13762.1
0.704082,1.63449,-13590.1
0.704082,1.6751,-13427.1
0.704082,1.71571,-13271.8
0.704082,1.75633,-13121.1
0.704082,1.79694,-12984.2
0.704082,1.83755,-12849.1
0.704082,1.87816,-12721.2
0.704082,1.91878,-12598.9
0.704082,1.95939,-12482.1
0.704082,2,-12367.3
0.755102,0.01,-939561
0.755102,0.0506122,-210669
0.755102,0.0912245,-120950
0.755102,0.131837,-85862.3
0.755102,0.172449,-67158.9
0.755102,0.213061,-55528.6
0.755102,0.253673,-47613.4
0.755102,0.294286,-41870.1
0.755102,0.334898,-37525.2
0.755102,0.37551,-34111.9
0.755102,0.416122,-31378.4
0.755102,0.456735,-29122.9
0.755102,0.497347,-27243.9
0.755102,0.537959,-25644.4
0.755102,0.578571,-24282.9
0.755102,0.619184,-23094.5
0.755102,0.659796,-22045.5
0.755102,0.700408,-21134.7
0.755102,0.74102,-20314.1
0.755102,0.781633,-19582.7
0.755102,0.822245,-18927.4
0.755102,0.862857,-18333.8
0.755102,0.903469,-17797.9
0.755102,0.944082,-17306.1
0.755102,0.984694,-16855.8
0.755102,1.02531,-16437.9
0.755102,1.06592,-16056.2
0.755102,1.10653,-15707.7
0.755102,1.14714,-15380.8
0.755102,1.18776,-15074.1
0.755102,1.22837,-14790.2
0.755102,1.26898,-14532.5
0.755102,1.30959,-14277.8
0.755102,1.3502,-14042.3
0.755102,1.39082,-13828.5
0.755102,1.43143,-13622.4
0.755102,1.47204,-13430.6
0.755102,1.51265,-13247.6
0.755102,1.55327,-13081.8
0.755102,1.59388,-12910.9
0.755102,1.63449,-12756.4
0.755102,1.6751,-12610.2
0.755102,1.71571,-12471.8
0.755102,1.75633,-12342.1
0.755102,1.79694,-12215.2
0.755102,1.83755,-12094.9
0.755102,1.87816,-11979.7
0.755102,1.91878,-11867.5
0.755102,1.95939,-11762.2
0.755102,2,-11666
0.806122,0.01,-853474
0.806122,0.0506122,-191044
0.806122,0.0912245,-110023
0.806122,0.131837,-78332.8
0.806122,0.172449,-61430.3
0.806122,0.213061,-50925.6
0.806122,0.253673,-43763.8
0.806122,0.294286,-38572.2
0.806122,0.334898,-34630.2
0.806122,0.37551,-31544
