//X,Y,Z,intensity,ping_no
-253.96748352,114.77902985,-7.61614227,-510.000000,37.000000
-253.93688965,114.85815430,-7.63196087,-510.000000,37.000000
-253.90866089,114.93063354,-7.62992859,-510.000000,37.000000
-253.88031006,115.00337219,-7.62700367,-510.000000,37.000000
-253.85186768,115.07635498,-7.62318182,-510.000000,37.000000
-253.82331848,115.14955902,-7.61845398,-510.000000,37.000000
-253.79071045,115.23361969,-7.62741375,-510.000000,37.000000
-253.75819397,115.31742859,-7.63573599,-510.000000,37.000000
-253.72518921,115.40244293,-7.64241791,-510.000000,37.000000
-253.68875122,115.49676514,-7.66375780,-510.000000,37.000000
-253.65832520,115.57456207,-7.65176105,-510.000000,37.000000
-253.62782288,115.65251923,-7.63874531,-510.000000,37.000000
-253.59725952,115.73062134,-7.62470579,-510.000000,37.000000
-253.56661987,115.80886841,-7.60963917,-510.000000,37.000000
-253.52743530,115.90993500,-7.62135220,-510.000000,37.000000
-253.48825073,116.01093292,-7.63211250,-510.000000,37.000000
-253.44853210,116.11328888,-7.64073467,-510.000000,37.000000
-253.40882874,116.21553040,-7.64840508,-510.000000,37.000000
-253.37203979,116.30975342,-7.63830185,-510.000000,37.000000
-253.33511353,116.40427399,-7.62678719,-510.000000,37.000000
-253.29804993,116.49909210,-7.61385489,-510.000000,37.000000
-253.26087952,116.59416962,-7.59949684,-510.000000,37.000000
-253.20541382,116.73784637,-7.63625193,-510.000000,37.000000
-253.14968872,116.88211060,-7.67111158,-510.000000,37.000000
-253.09315491,117.02839661,-7.70265245,-510.000000,37.000000
-253.03196716,117.18697357,-7.74570274,-510.000000,37.000000
-252.98686218,117.30236053,-7.72965479,-510.000000,37.000000
-252.93705750,117.43017578,-7.72477484,-510.000000,37.000000
-252.88699341,117.55860138,-7.71762943,-510.000000,37.000000
-252.83666992,117.68760681,-7.70820045,-510.000000,37.000000
-252.77992249,117.83329773,-7.70500898,-510.000000,37.000000
-252.72285461,117.97976685,-7.69901562,-510.000000,37.000000
-252.66545105,118.12696838,-7.69019985,-510.000000,37.000000
-252.60775757,118.27486420,-7.67854214,-510.000000,37.000000
-252.54307556,118.44080353,-7.67059708,-510.000000,37.000000
-252.47831726,118.60687256,-7.66011572,-510.000000,37.000000
-252.41290283,118.77447510,-7.64522934,-510.000000,37.000000
-252.34237671,118.95552063,-7.63930464,-510.000000,37.000000
-252.25878906,119.17044830,-7.64411402,-510.000000,37.000000
-252.17459106,119.38680267,-7.64386892,-510.000000,37.000000
-252.08979797,119.60449219,-7.63852978,-510.000000,37.000000
-252.00447083,119.82342529,-7.62805843,-510.000000,37.000000
-251.88914490,120.12059021,-7.65479755,-510.000000,37.000000
-251.76736450,120.43441772,-7.68387413,-510.000000,37.000000
-251.64997864,120.73637390,-7.69444513,-510.000000,37.000000
-251.52615356,121.05496216,-7.70676422,-510.000000,37.000000
-258.70004272,102.80727386,-8.18859673,-510.000000,38.000000
-258.59951782,103.06556702,-8.15868187,-510.000000,38.000000
-258.49945068,103.32256317,-8.12403774,-510.000000,38.000000
-258.40045166,103.57658386,-8.08254337,-510.000000,38.000000
-258.30722046,103.81594086,-8.04808617,-510.000000,38.000000
-258.23721313,103.99641418,-8.05001354,-510.000000,38.000000
-258.16754150,104.17582703,-8.04832840,-510.000000,38.000000
-258.09829712,104.35411835,-8.04305553,-510.000000,38.000000
-258.02947998,104.53125000,-8.03422546,-510.000000,38.000000
-257.96255493,104.70326996,-8.01741695,-510.000000,38.000000
-257.89608765,104.87403870,-7.99733448,-510.000000,38.000000
-257.83007813,105.04351044,-7.97400665,-510.000000,38.000000
-257.76458740,105.21163177,-7.94746161,-510.000000,38.000000
-257.71026611,105.35137177,-7.94077158,-510.000000,38.000000
-257.66070557,105.47917938,-7.94569588,-510.000000,38.000000
-257.61169434,105.60557556,-7.94767046,-510.000000,38.000000
-257.56259155,105.73206329,-7.94827223,-510.000000,38.000000
-257.51034546,105.86621857,-7.93010807,-510.000000,38.000000
-257.46298218,105.98809052,-7.92348051,-510.000000,38.000000
-257.41589355,106.10921478,-7.91487026,-510.000000,38.000000
-257.36907959,106.22956848,-7.90429163,-510.000000,38.000000
-257.32778931,106.33595276,-7.90389633,-510.000000,38.000000
-257.28640747,106.44255066,-7.90255356,-510.000000,38.000000
-257.24551392,106.54782104,-7.89893866,-510.000000,38.000000
-257.20455933,106.65326691,-7.89437294,-510.000000,38.000000
-257.16882324,106.74547577,-7.90095949,-510.000000,38.000000
-257.13320923,106.83733368,-7.90625525,-510.000000,38.000000
-257.09774780,106.92883301,-7.91026831,-510.000000,38.000000
-257.06240845,107.01995087,-7.91300678,-510.000000,38.000000
-257.01226807,107.14765167,-7.85260630,-510.000000,38.000000
-256.96240234,107.27463531,-7.79077959,-510.000000,38.000000
-256.91336060,107.39937592,-7.72642946,-510.000000,38.000000
-256.86843872,107.51392365,-7.67600250,-510.000000,38.000000
-256.83950806,107.58861542,-7.68451929,-510.000000,38.000000
-256.81066895,107.66310120,-7.69210720,-510.000000,38.000000
-256.78192139,107.73737335,-7.69877386,-510.000000,38.000000
-256.75683594,107.80255890,-7.72021961,-510.000000,38.000000
-256.72518921,107.88378143,-7.70840931,-510.000000,38.000000
-256.69692993,107.95663452,-7.71189070,-510.000000,38.000000
-256.66561890,108.03697205,-7.69808149,-510.000000,38.000000
-256.63763428,108.10917664,-7.69972610,-510.000000,38.000000
-256.60693359,108.18784332,-7.68351364,-510.000000,38.000000
-256.57974243,108.25790405,-7.68250847,-510.000000,38.000000
-256.55264282,108.32767487,-7.68068027,-510.000000,38.000000
-256.52563477,108.39715576,-7.67803383,-510.000000,38.000000
-256.50247192,108.45719910,-7.69019938,-510.000000,38.000000
-256.48208618,108.51041412,-7.71861553,-510.000000,38.000000
-256.45886230,108.57051086,-7.72958612,-510.000000,38.000000
-256.43835449,108.62403870,-7.75693417,-510.000000,38.000000
-256.41247559,108.69054413,-7.74964476,-510.000000,38.000000
-256.38928223,108.75047302,-7.75873852,-510.000000,38.000000
-256.36358643,108.81645203,-7.75003052,-510.000000,38.000000
-256.34051514,108.87610626,-7.75782585,-510.000000,38.000000
-256.31259155,108.94736481,-7.73043013,-510.000000,38.000000
-256.28729248,109.01229095,-7.71954870,-510.000000,38.000000
-256.26242065,109.07611847,-7.70763731,-510.000000,38.000000
-256.23736572,109.14031219,-7.69534349,-510.000000,38.000000
-256.21527100,109.19734955,-7.69923210,-510.000000,38.000000
-256.19320679,109.25428009,-7.70255041,-510.000000,38.000000
-256.17120361,109.31108856,-7.70530128,-510.000000,38.000000
-256.14920044,109.36779022,-7.70748615,-510.000000,38.000000
-256.12783813,109.42288208,-7.70856524,-510.000000,38.000000
-256.10848999,109.47321320,-7.72681856,-510.000000,38.000000
-256.08712769,109.52818298,-7.72687674,-510.000000,38.000000
-256.06771851,109.57865143,-7.74419212,-510.000000,38.000000
-256.04434204,109.63844299,-7.72565460,-510.000000,38.000000
-256.02285767,109.69373322,-7.72436380,-510.000000,38.000000
-256.00173950,109.74812317,-7.72231007,-510.000000,38.000000
-255.98037720,109.80310822,-7.71995926,-510.000000,38.000000
-255.95587158,109.86530304,-7.68115473,-510.000000,38.000000
-255.93316650,109.92324829,-7.65969038,-510.000000,38.000000
-255.91091919,109.98001862,-7.63744307,-510.000000,38.000000
-255.88856506,110.03707886,-7.61482573,-510.000000,38.000000
-255.87001038,110.08518982,-7.62724066,-510.000000,38.000000
-255.85113525,110.13411713,-7.63941956,-510.000000,38.000000
-255.83250427,110.18240356,-7.65099621,-510.000000,38.000000
-255.81507874,110.22803497,-7.68031359,-510.000000,38.000000
-255.79660034,110.27588654,-7.69091845,-510.000000,38.000000
-255.77781677,110.32455444,-7.70126963,-510.000000,38.000000
-255.75927734,110.37255859,-7.71105337,-510.000000,38.000000
-255.74041748,110.42137146,-7.72056961,-510.000000,38.000000
-255.72056580,110.47231293,-7.71139860,-510.000000,38.000000
-255.70170593,110.52112579,-7.72005320,-510.000000,38.000000
-255.68309021,110.56925201,-7.72816372,-510.000000,38.000000
-255.66418457,110.61818695,-7.73597956,-510.000000,38.000000
-255.64552307,110.66642761,-7.74326372,-510.000000,38.000000
-255.62655640,110.71546173,-7.75023985,-510.000000,38.000000
-255.60786438,110.76380157,-7.75669622,-510.000000,38.000000
-255.58885193,110.81293488,-7.76283073,-510.000000,38.000000
-255.56925964,110.86308289,-7.75016880,-510.000000,38.000000
-255.54977417,110.91300201,-7.73706627,-510.000000,38.000000
-255.53034973,110.96268463,-7.72352457,-510.000000,38.000000
-255.51171875,111.01081848,-7.72787714,-510.000000,38.000000
-255.49272156,111.05941010,-7.71342278,-510.000000,38.000000
-255.47410583,111.10746002,-7.71695185,-510.000000,38.000000
-255.45523071,111.15570831,-7.70166874,-510.000000,38.000000
-255.43664551,111.20366669,-7.70437860,-510.000000,38.000000
-255.41761780,111.25227356,-7.68830729,-510.000000,38.000000
-255.39906311,111.30012512,-7.69019508,-510.000000,38.000000
-255.38050842,111.34799194,-7.69167614,-510.000000,38.000000
-255.36193848,111.39586639,-7.69274902,-510.000000,38.000000
-255.34336853,111.44374084,-7.69341469,-510.000000,38.000000
-255.32478333,111.49161530,-7.69367313,-510.000000,38.000000
-255.30619812,111.53949738,-7.69352388,-510.000000,38.000000
-255.28761292,111.58737183,-7.69296741,-510.000000,38.000000
-255.26902771,111.63523865,-7.69200325,-510.000000,38.000000
-255.25073242,111.68235779,-7.69065571,-510.000000,38.000000
-255.23213196,111.73020172,-7.68888330,-510.000000,38.000000
-255.21368408,111.77814484,-7.70510817,-510.000000,38.000000
-255.19505310,111.82609558,-7.70252037,-510.000000,38.000000
-255.17642212,111.87401581,-7.69952440,-510.000000,38.000000
-255.15780640,111.92191315,-7.69612074,-510.000000,38.000000
-255.13919067,111.96978760,-7.69230938,-510.000000,38.000000
-255.12028503,112.01836395,-7.68802214,-510.000000,38.000000
-255.10169983,112.06616974,-7.68339062,-510.000000,38.000000
-255.08282471,112.11466980,-7.67827082,-510.000000,38.000000
-255.06423950,112.16239929,-7.67281914,-510.000000,38.000000
-255.04539490,112.21081543,-7.66686773,-510.000000,38.000000
-255.02684021,112.25845337,-7.66059780,-510.000000,38.000000
-255.00802612,112.30677032,-7.65381575,-510.000000,38.000000
-254.98951721,112.35430908,-7.64672947,-510.000000,38.000000
-254.97073364,112.40251923,-7.63912058,-510.000000,38.000000
-254.95135498,112.45269012,-7.64937782,-510.000000,38.000000
-254.93161011,112.50380707,-7.65905285,-510.000000,38.000000
-254.91206360,112.55439758,-7.66839981,-510.000000,38.000000
-254.89291382,112.60348511,-7.65891552,-510.000000,38.000000
-254.87297058,112.65507507,-7.66720915,-510.000000,38.000000
-254.85382080,112.70415497,-7.65684223,-510.000000,38.000000
-254.83378601,112.75598907,-7.66420698,-510.000000,38.000000
-254.81463623,112.80503845,-7.65295410,-510.000000,38.000000
-254.79580688,112.85326385,-7.64144993,-510.000000,38.000000
-254.77671814,112.90213776,-7.62934446,-510.000000,38.000000
-254.75653076,112.95429230,-7.63486624,-510.000000,38.000000
-254.73718262,113.00383759,-7.62167788,-510.000000,38.000000
-254.71661377,113.05693054,-7.62604284,-510.000000,38.000000
-254.69569397,113.11092377,-7.62969255,-510.000000,38.000000
-254.67498779,113.16434479,-7.63303947,-510.000000,38.000000
-254.65562439,113.21385956,-7.61798048,-510.000000,38.000000
-254.63484192,113.26745605,-7.62034035,-510.000000,38.000000
-254.61552429,113.31686401,-7.60436344,-510.000000,38.000000
-254.59466553,113.37062836,-7.60573149,-510.000000,38.000000
-254.57319641,113.42597961,-7.60607767,-510.000000,38.000000
-254.54969788,113.48693848,-7.62331820,-510.000000,38.000000
-254.52603149,113.54830933,-7.63991070,-510.000000,38.000000
-254.50221252,113.61007690,-7.65584660,-510.000000,38.000000
-254.48007202,113.66708374,-7.65354395,-510.000000,38.000000
-254.45597839,113.72949219,-7.66819382,-510.000000,38.000000
-254.43368530,113.78686523,-7.66468811,-510.000000,38.000000
-254.40934753,113.84989929,-7.67803383,-510.000000,38.000000
-254.38894653,113.90190887,-7.65592718,-510.000000,38.000000
-254.36889648,113.95301056,-7.63365841,-510.000000,38.000000
-254.34863281,114.00466156,-7.61059332,-510.000000,38.000000
-254.32623291,114.06223297,-7.60426950,-510.000000,38.000000
-254.30067444,114.12831116,-7.61349058,-510.000000,38.000000
-254.27525330,114.19400024,-7.62230968,-510.000000,38.000000
-254.24942017,114.26076508,-7.63002348,-510.000000,38.000000
-254.22373962,114.32712555,-7.63734150,-510.000000,38.000000
-254.20010376,114.38774872,-7.62659550,-510.000000,38.000000
-254.17645264,114.44841766,-7.61519766,-510.000000,38.000000
-254.15277100,114.50911713,-7.60314655,-510.000000,38.000000
-254.12908936,114.56985474,-7.59044123,-510.000000,38.000000
-254.10479736,114.63205719,-7.57625914,-510.000000,38.000000
-254.07777405,114.70175934,-7.57798004,-510.000000,38.000000
-254.05342102,114.76412201,-7.56234312,-510.000000,38.000000
-254.02619934,114.83424377,-7.56246090,-510.000000,38.000000
-254.00469971,114.88883972,-7.52898502,-510.000000,38.000000
-253.98004150,114.95188904,-7.51080894,-510.000000,38.000000
-253.95539856,115.01491547,-7.49191856,-510.000000,38.000000
-253.93077087,115.07791138,-7.47231245,-510.000000,38.000000
-253.90217590,115.15145111,-7.46661043,-510.000000,38.000000
-253.87376404,115.22448730,-7.46045685,-510.000000,38.000000
-253.84498596,115.29845428,-7.45288229,-510.000000,38.000000
-253.81640625,115.37190247,-7.44486666,-510.000000,38.000000
-253.77603149,115.47679138,-7.47993898,-510.000000,38.000000
-253.73526001,115.58267212,-7.51340294,-510.000000,38.000000
-253.69409180,115.68952942,-7.54524040,-510.000000,38.000000
-253.65252686,115.79735565,-7.57543421,-510.000000,38.000000
-253.61357117,115.89802551,-7.58746481,-510.000000,38.000000
-253.57463074,115.99864197,-7.59854317,-510.000000,38.000000
-253.53512573,116.10061646,-7.60749149,-510.000000,38.000000
-253.49566650,116.20248413,-7.61548805,-510.000000,38.000000
-253.45509338,116.30713654,-7.62004423,-510.000000,38.000000
-253.41427612,116.41237640,-7.62295246,-510.000000,38.000000
-253.37322998,116.51817322,-7.62420082,-510.000000,38.000000
-253.32772827,116.63572693,-7.63772821,-510.000000,38.000000
-253.27647400,116.76834869,-7.66038513,-510.000000,38.000000
-253.22508240,116.90128326,-7.68140793,-510.000000,38.000000
-253.17298889,117.03596497,-7.69937754,-510.000000,38.000000
-253.12077332,117.17089844,-7.71570492,-510.000000,38.000000
-253.07597351,117.28592682,-7.70006704,-510.000000,38.000000
-253.02647400,117.41337585,-7.69560146,-510.000000,38.000000
-252.97669983,117.54144287,-7.68887377,-510.000000,38.000000
-252.92668152,117.67010498,-7.67986870,-510.000000,38.000000
-252.87025452,117.81542206,-7.67712736,-510.000000,38.000000
-252.80871582,117.97412109,-7.68411493,-510.000000,38.000000
-252.74676514,118.13384247,-7.68796444,-510.000000,38.000000
-252.68441772,118.29452515,-7.68865156,-510.000000,38.000000
-252.61990356,118.46053314,-7.68068409,-510.000000,38.000000
-252.55532837,118.62667084,-7.67018032,-510.000000,38.000000
-252.49009705,118.79434204,-7.65527058,-510.000000,38.000000
-252.42485046,118.96204376,-7.63782215,-510.000000,38.000000
-252.32089233,119.23113251,-7.68801880,-510.000000,38.000000
-252.21588135,119.50276184,-7.73159742,-510.000000,38.000000
-252.10986328,119.77682495,-7.76849318,-510.000000,38.000000
-251.99757385,120.06716156,-7.80935764,-510.000000,38.000000
-251.87078857,120.39492035,-7.85355425,-510.000000,38.000000
-251.73735046,120.73985291,-7.89916992,-510.000000,38.000000
-251.60812378,121.07342529,-7.92535067,-510.000000,38.000000
-251.47229004,121.42410278,-7.95233631,-510.000000,38.000000
-259.19754028,101.65676880,-8.28170776,-510.000000,39.000000
-259.08078003,101.95794678,-8.26683903,-510.000000,39.000000
-258.96484375,102.25691223,-8.24459648,-510.000000,39.000000
-258.84973145,102.55354309,-8.21504021,-510.000000,39.000000
-258.73550415,102.84770966,-8.17823315,-510.000000,39.000000
-258.64065552,103.09225464,-8.15905380,-510.000000,39.000000
-258.54617310,103.33575439,-8.13551140,-510.000000,39.000000
-258.45269775,103.57655334,-8.10547924,-510.000000,39.000000
-258.36483765,103.80295563,-8.08284950,-510.000000,39.000000
-258.28970337,103.99678040,-8.07314301,-510.000000,39.000000
-258.22012329,104.17637634,-8.07155800,-510.000000,39.000000
-258.14593506,104.36763000,-8.05415344,-510.000000,39.000000
-258.07723999,104.54481506,-8.04525948,-510.000000,39.000000
-258.01541138,104.70438385,-8.04093266,-510.000000,39.000000
-257.95394897,104.86296844,-8.03363228,-510.000000,39.000000
-257.89285278,105.02052307,-8.02338314,-510.000000,39.000000
-257.83694458,105.16490173,-8.02319717,-510.000000,39.000000
-257.78723145,105.29336548,-8.03028011,-510.000000,39.000000
-257.73745728,105.42200470,-8.03599167,-510.000000,39.000000
-257.68820190,105.54924011,-8.03873825,-510.000000,39.000000
-257.63888550,105.67658997,-8.04010963,-510.000000,39.000000
-257.58648682,105.81157684,-8.02266693,-510.000000,39.000000
-257.53890991,105.93428802,-8.01675606,-510.000000,39.000000
-257.48718262,106.06742859,-7.99493361,-510.000000,39.000000
-257.44021606,106.18849182,-7.98493052,-510.000000,39.000000
-257.39010620,106.31736755,-7.95676231,-510.000000,39.000000
-257.34436035,106.43515778,-7.94145632,-510.000000,39.000000
-257.29498291,106.56199646,-7.90924120,-510.000000,39.000000
-257.24993896,106.67797089,-7.89012527,-510.000000,39.000000
-257.21017456,106.78042603,-7.88194847,-510.000000,39.000000
-257.17068481,106.88227081,-7.87226772,-510.000000,39.000000
-257.13137817,106.98348236,-7.86109066,-510.000000,39.000000
-257.09631348,107.07408142,-7.86337519,-510.000000,39.000000
-257.05834961,107.17183685,-7.84764957,-510.000000,39.000000
-257.02032471,107.26966858,-7.83109856,-510.000000,39.000000
-256.98284912,107.36605835,-7.81261349,-510.000000,39.000000
-256.94537354,107.46249390,-7.79330158,-510.000000,39.000000
-256.90869141,107.55670929,-7.77158737,-510.000000,39.000000
-256.87597656,107.64103699,-7.76408815,-510.000000,39.000000
-256.83984375,107.73391724,-7.73986673,-510.000000,39.000000
-256.80752563,107.81714630,-7.73006487,-510.000000,39.000000
-256.77597046,107.89839935,-7.71822548,-510.000000,39.000000
-256.74777222,107.97126770,-7.72168064,-510.000000,39.000000
-256.71655273,108.05162811,-7.70784140,-510.000000,39.000000
-256.68859863,108.12385559,-7.70946026,-510.000000,39.000000
-256.66790771,108.17791748,-7.74157572,-510.000000,39.000000
-256.64709473,108.23224640,-7.77317381,-510.000000,39.000000
-256.62619019,108.28683472,-7.80425262,-510.000000,39.000000
-256.60519409,108.34167480,-7.83480883,-510.000000,39.000000
-256.57537842,108.41827393,-7.81476021,-510.000000,39.000000
-256.54852295,108.48751068,-7.81067419,-510.000000,39.000000
-256.51907349,108.56309509,-7.78884506,-510.000000,39.000000
-256.49252319,108.63157654,-7.78311634,-510.000000,39.000000
-256.46374512,108.70536804,-7.75916958,-510.000000,39.000000
-256.43777466,108.77231598,-7.75147581,-510.000000,39.000000
-256.40942383,108.84503937,-7.72585058,-510.000000,39.000000
-256.38372803,108.91116333,-7.71660328,-510.000000,39.000000
-256.36141968,108.96886444,-7.72290754,-510.000000,39.000000
-256.34152222,109.02075958,-7.74597073,-510.000000,39.000000
-256.32180786,109.07209015,-7.76823807,-510.000000,39.000000
-256.30172729,109.12433624,-7.79035425,-510.000000,39.000000
-256.27941895,109.18206024,-7.79450083,-510.000000,39.000000
-256.25955200,109.23376465,-7.81531048,-510.000000,39.000000
-256.23962402,109.28562164,-7.83565426,-510.000000,39.000000
-256.21963501,109.33763885,-7.85552788,-510.000000,39.000000
-256.19335938,109.40483856,-7.82219219,-510.000000,39.000000
-256.16702271,109.47212982,-7.78839016,-510.000000,39.000000
-256.14126587,109.53800964,-7.75358820,-510.000000,39.000000
-256.11755371,109.59883881,-7.73585796,-510.000000,39.000000
-256.09429932,109.65852356,-7.71725416,-510.000000,39.000000
-256.07293701,109.71368408,-7.71589994,-510.000000,39.000000
-256.05187988,109.76795959,-7.71378326,-510.000000,39.000000
-256.03063965,109.82282257,-7.71137190,-510.000000,39.000000
-256.00997925,109.87604523,-7.70800257,-510.000000,39.000000
-255.98912048,109.92984772,-7.70434284,-510.000000,39.000000
-255.96859741,109.98274231,-7.69997358,-510.000000,39.000000
-255.94786072,110.03620911,-7.69530487,-510.000000,39.000000
-255.92747498,110.08876038,-7.68994617,-510.000000,39.000000
-255.90686035,110.14186859,-7.68427944,-510.000000,39.000000
-255.88659668,110.19406128,-7.67794132,-510.000000,39.000000
-255.86761475,110.24331665,-7.68928099,-510.000000,39.000000
-255.84915161,110.29117584,-7.69986820,-510.000000,39.000000
-255.83038330,110.33985901,-7.71020222,-510.000000,39.000000
-255.81185913,110.38787079,-7.71996880,-510.000000,39.000000
-255.79302979,110.43669128,-7.72946692,-510.000000,39.000000
-255.77322388,110.48765564,-7.72027874,-510.000000,39.000000
-255.75437927,110.53647614,-7.72891474,-510.000000,39.000000
-255.73579407,110.58461761,-7.73700762,-510.000000,39.000000
-255.71690369,110.63356018,-7.74480629,-510.000000,39.000000
-255.69622803,110.68635559,-7.71563482,-510.000000,39.000000
-255.67642212,110.73725891,-7.70431614,-510.000000,39.000000
-255.65699768,110.78720856,-7.69244480,-510.000000,39.000000
-255.63735962,110.83766174,-7.68021917,-510.000000,39.000000
-255.61808777,110.88715363,-7.66746092,-510.000000,39.000000
-255.59967041,110.93482208,-7.67257071,-510.000000,39.000000
-255.58123779,110.98252869,-7.67727518,-510.000000,39.000000
-255.56277466,111.03025818,-7.68157339,-510.000000,39.000000
-255.54460144,111.07729340,-7.68540859,-510.000000,39.000000
-255.52610779,111.12508392,-7.68890047,-510.000000,39.000000
-255.50790405,111.17215729,-7.69194174,-510.000000,39.000000
-255.48983765,111.21920776,-7.71299314,-510.000000,39.000000
-255.47128296,111.26719666,-7.71527672,-510.000000,39.000000
-255.45269775,111.31520081,-7.71715307,-510.000000,39.000000
-255.43411255,111.36321259,-7.71862030,-510.000000,39.000000
-255.41552734,111.41123199,-7.71967888,-510.000000,39.000000
-255.39675903,111.45935822,-7.70194244,-510.000000,39.000000
-255.37820435,111.50724792,-7.70218325,-510.000000,39.000000
-255.35966492,111.55514526,-7.70201635,-510.000000,39.000000
-255.34111023,111.60302734,-7.70144272,-510.000000,39.000000
-255.32255554,111.65090942,-7.70046091,-510.000000,39.000000
-255.30429077,111.69804382,-7.69909620,-510.000000,39.000000
-255.28575134,111.74590302,-7.69730663,-510.000000,39.000000
-255.26748657,111.79300690,-7.69514704,-510.000000,39.000000
-255.24894714,111.84083557,-7.69254923,-510.000000,39.000000
-255.23040771,111.88863373,-7.68954420,-510.000000,39.000000
-255.21188354,111.93641663,-7.68613291,-510.000000,39.000000
-255.19335938,111.98416138,-7.68231487,-510.000000,39.000000
-255.17456055,112.03261566,-7.67802286,-510.000000,39.000000
-255.15605164,112.08029938,-7.67338610,-510.000000,39.000000
-255.13728333,112.12868500,-7.66826344,-510.000000,39.000000
-255.11819458,112.17822266,-7.68108606,-510.000000,39.000000
-255.09939575,112.22665405,-7.67511702,-510.000000,39.000000
-255.08088684,112.27430725,-7.66882992,-510.000000,39.000000
-255.06211853,112.32264709,-7.66203070,-510.000000,39.000000
-255.04283142,112.37267303,-7.67312908,-510.000000,39.000000
-255.02403259,112.42103577,-7.66548061,-510.000000,39.000000
-255.00462341,112.47135925,-7.67569685,-510.000000,39.000000
-254.98582458,112.51973724,-7.66719580,-510.000000,39.000000
-254.96630859,112.57033539,-7.67652464,-510.000000,39.000000
-254.94720459,112.61944580,-7.66702318,-510.000000,39.000000
-254.92842102,112.66774750,-7.65724230,-510.000000,39.000000
-254.90939331,112.71670532,-7.64688683,-510.000000,39.000000
-254.89065552,112.76485443,-7.63626623,-510.000000,39.000000
-254.86907959,112.82105255,-7.66098833,-510.000000,39.000000
-254.84761047,112.87697601,-7.68533134,-510.000000,39.000000
-254.82568359,112.93408966,-7.70893764,-510.000000,39.000000
-254.80384827,112.99090576,-7.73216677,-510.000000,39.000000
-254.78428650,113.04115295,-7.71877623,-510.000000,39.000000
-254.76504517,113.09056091,-7.70514536,-510.000000,39.000000
-254.74555969,113.14059448,-7.69086790,-510.000000,39.000000
-254.72473145,113.19443512,-7.69407558,-510.000000,39.000000
-254.70527649,113.24437714,-7.67887402,-510.000000,39.000000
-254.68614197,113.29347229,-7.66346025,-510.000000,39.000000
-254.66677856,113.34317017,-7.64737749,-510.000000,39.000000
-254.64585876,113.39720917,-7.64863682,-510.000000,39.000000
-254.62431335,113.45285034,-7.64886808,-510.000000,39.000000
-254.60270691,113.50862885,-7.64854860,-510.000000,39.000000
-254.58103943,113.56453705,-7.64767599,-510.000000,39.000000
-254.55723572,113.62631989,-7.66358900,-510.000000,39.000000
-254.53729248,113.67745972,-7.64397621,-510.000000,39.000000
-254.51547241,113.73372650,-7.64142132,-510.000000,39.000000
-254.49557495,113.78468323,-7.62082529,-510.000000,39.000000
-254.47372437,113.84104156,-7.61719084,-510.000000,39.000000
-254.44889832,113.90538025,-7.62943172,-510.000000,39.000000
-254.42422485,113.96936035,-7.64127684,-510.000000,39.000000
-254.39910889,114.03442383,-7.65208435,-510.000000,39.000000
-254.37413025,114.09912109,-7.66249990,-510.000000,39.000000
-254.35357666,114.15167999,-7.63786411,-510.000000,39.000000
-254.33340454,114.20330811,-7.61308527,-510.000000,39.000000
-254.31300354,114.25546265,-7.58746862,-510.000000,39.000000
-254.29023743,114.31405640,-7.57834578,-510.000000,39.000000
-254.26409912,114.38166809,-7.58440924,-510.000000,39.000000
-254.23783875,114.44960022,-7.58968210,-510.000000,39.000000
-254.21144104,114.51783752,-7.59416008,-510.000000,39.000000
-254.18492126,114.58638763,-7.59783554,-510.000000,39.000000
-254.16072083,114.64861298,-7.58363104,-510.000000,39.000000
-254.13372803,114.71833801,-7.58532667,-510.000000,39.000000
-254.10945129,114.78072357,-7.56966639,-510.000000,39.000000
-254.08229065,114.85086060,-7.56975937,-510.000000,39.000000
-254.04801941,114.93993378,-7.59996653,-510.000000,39.000000
-254.01016235,115.03855133,-7.64478302,-510.000000,39.000000
-253.97521973,115.12935638,-7.67242908,-510.000000,39.000000
-253.93656921,115.22994995,-7.71447992,-510.000000,39.000000
-253.91409302,115.28726196,-7.67622185,-510.000000,39.000000
-253.89201355,115.34350586,-7.63787985,-510.000000,39.000000
-253.86978149,115.40013123,-7.59846401,-510.000000,39.000000
-253.84437561,115.46524811,-7.57427502,-510.000000,39.000000
-253.80722046,115.56155396,-7.59331846,-510.000000,39.000000
-253.76609802,115.66841125,-7.62603045,-510.000000,39.000000
-253.72831726,115.76627350,-7.64212322,-510.000000,39.000000
-253.68646240,115.87492371,-7.67165041,-510.000000,39.000000
-253.65107727,115.96620941,-7.66821575,-510.000000,39.000000
-253.61582947,116.05713654,-7.66404915,-510.000000,39.000000
-253.58015442,116.14916229,-7.65796328,-510.000000,39.000000
-253.54058838,116.25146484,-7.66558313,-510.000000,39.000000
-253.49992371,116.35655975,-7.66974497,-510.000000,39.000000
-253.45487976,116.47317505,-7.68644333,-510.000000,39.000000
-253.41369629,116.57955170,-7.68716621,-510.000000,39.000000
-253.36804199,116.69767761,-7.70015574,-510.000000,39.000000
-253.32521057,116.80818176,-7.69461298,-510.000000,39.000000
-253.28245544,116.91844177,-7.68795967,-510.000000,39.000000
-253.23921204,117.02989960,-7.67878437,-510.000000,39.000000
-253.19163513,117.15283203,-7.68191671,-510.000000,39.000000
-253.13809204,117.29129028,-7.69320726,-510.000000,39.000000
-253.08418274,117.43067169,-7.70196819,-510.000000,39.000000
-253.02990723,117.57095337,-7.70817709,-510.000000,39.000000
